,PITCHER,NAME,YEAR,Unnamed: 0,W,L,SV,IP,R,ER,PA,AB,H,HR,TB,BB,UBB,IBB,HBP,SO,PLAYERID,BASEBALLREFERENCECODE,WARP,TEAM
830,24939,Charlie Leibrandt,1980,6629,92,78,2,1568.3339999999994,727,658,6674,6068.0,1652,121,2402.0,476,447,29,20.0,723,24939,leibrch01,7.466748000000001,KCR
831,24939,Charlie Leibrandt,1990,6630,48,41,0,735.3330000000001,339,294,3084,2828.0,736,51,1071.0,178,163,15,17.0,397,24939,leibrch01,9.495828,ATL
832,24941,Lefty Leifield,1900,6631,77,53,4,1018.001,366,249,4103,0.0,876,9,0.0,322,322,0,48.0,363,24941,leifile01,10.1,PIT
833,24941,Lefty Leifield,1910,6632,47,44,3,810.9997,316,249,3263,0.0,780,18,0.0,229,229,0,37.0,250,24941,leifile01,11.6,PIT
834,24956,Denny Lemaster,1960,6644,81,91,3,1545.9997,650,590,6356,5760.0,1447,156,2193.0,507,450,57,20.0,1161,24956,lemasde01,19.475511,MLN
835,24956,Denny Lemaster,1970,6645,9,14,5,241.6667,128,122,1044,932.0,256,28,398.0,93,77,16,4.0,144,24956,lemasde01,0.32918899999999995,HOU
836,24979,Dutch Leonard,1910,6658,104,77,11,1578.6660000000002,514,389,6283,0.0,1346,23,0.0,477,477,0,48.0,873,24979,leonadu01,30.799999999999997,BOS
837,24979,Dutch Leonard,1920,6659,35,36,2,613.3333,337,283,2624,0.0,676,31,0.0,187,187,0,20.0,287,24979,leonadu01,6.7,DET
838,24991,Randy Lerch,1970,6667,31,27,1,576.6669999999999,295,271,2483,2206.0,627,56,971.0,206,196,10,5.0,277,24991,lerchra01,1.88301827,PHI
839,24991,Randy Lerch,1980,6668,29,37,2,522.6677,317,282,2346,2058.0,605,45,887.0,226,210,16,5.0,230,24991,lerchra01,-2.5271113,MIL
840,25005,Walt Leverenz,1910,6675,8,31,1,323.0,156,113,1323,0.0,277,8,0.0,160,160,0,17.0,131,25005,leverwa01,1.7000000000000002,SLB
841,25035,Don Liddle,1950,6692,28,18,4,427.667,203,178,1796,622.0,397,42,293.0,203,188,15,10.0,198,25035,liddldo01,1.6557736000000003,NYG
842,25051,Paul Lindblad,1960,6701,23,28,18,378.6669,187,162,1617,1462.0,379,46,611.0,119,88,31,12.0,270,25051,lindbpa01,3.5159700000000003,KCA
843,25051,Paul Lindblad,1970,6702,45,35,46,835.0004,323,281,3476,3119.0,778,66,1133.0,265,208,57,14.0,401,25051,lindbpa01,5.8723858,OAK
844,25065,Dick Lines,1960,6711,7,7,6,168.6667,66,53,696,635.0,146,10,210.0,48,35,13,1.0,103,25065,linesdi01,2.40423,WSA
845,25090,Dick Littlefield,1950,6728,33,54,9,761.6659999999998,461,399,3168,1112.0,750,92,534.0,413,395,18,12.0,495,25090,littldi01,2.9689410000000005,PIT
846,25128,Bob Logan,1940,6751,7,12,1,190.3333,89,69,835,0.0,218,9,0.0,58,58,0,1.0,53,25128,loganbo01,2.5999999999999996,BSN
847,25135,Mickey Lolich,1960,6754,102,74,10,1528.3339999999998,640,587,6374,5702.0,1318,145,2003.0,518,491,27,60.0,1336,25135,lolicmi01,31.201790000000006,DET
848,25135,Mickey Lolich,1970,6755,115,117,1,2110.001,897,803,8765,7984.0,2048,202,3116.0,581,541,40,32.0,1496,25135,lolicmi01,35.73637700000001,DET
849,25138,Tim Lollar,1980,6756,47,52,4,906.001,459,430,3941,3377.0,841,93,1337.0,480,459,21,17.0,600,25138,lollati01,5.292515,SDP
850,25142,Vic Lombardi,1940,6757,50,46,15,868.3340000000002,401,330,3722,0.0,826,54,0.0,370,370,0,14.0,314,25142,lombavi01,11.000000000000002,BRO
851,25165,Ed Lopat,1940,6770,82,70,2,1335.0,564,486,5617,0.0,1368,90,0.0,371,371,0,18.0,500,25165,lopated01,15.4,CHW
852,25165,Ed Lopat,1950,6771,84,42,1,1104.333,444,383,4521,1399.0,1096,89,577.0,279,274,5,25.0,359,25165,lopated01,21.015777,NYY
853,25174,Marcelino Lopez,1960,6775,28,32,2,516.3330000000001,228,209,2195,1933.0,472,37,691.0,210,197,13,15.0,334,25174,lopezma01,6.544303000000001,CAL
854,25189,Slim Love,1910,6784,28,21,4,513.0001,216,171,2116,0.0,474,8,0.0,242,242,0,17.0,249,25189,lovesl01,4.300000000000001,NYY
855,25220,Gary Lucas,1980,6805,29,44,63,669.0,274,224,2795,2481.0,618,41,866.0,227,162,65,7.0,410,25220,lucasga01,9.816897,SDP
856,25258,Johnny Lush,1900,6832,52,72,1,1013.9997,455,289,4239,0.0,934,11,0.0,343,343,0,56.0,436,25258,lushjo01,6.1,PHI
857,25258,Johnny Lush,1910,6833,14,13,1,225.333,116,80,929,0.0,235,6,0.0,70,70,0,7.0,54,25258,lushjo01,0.8,STL
858,25268,Sparky Lyle,1960,6835,15,6,33,211.66700000000003,71,60,886,791.0,191,17,285.0,76,69,7,3.0,187,25268,lylesp01,3.2020619999999997,BOS
859,25268,Sparky Lyle,1970,6836,69,59,190,960.3342,329,278,3949,3519.0,847,51,1141.0,319,264,55,10.0,590,25268,lylesp01,11.618598699999998,NYY
860,25268,Sparky Lyle,1980,6837,15,11,15,218.3334,119,107,961,844.0,254,16,358.0,86,67,19,1.0,96,25268,lylesp01,-1.7951887999999998,PHI
861,25327,Ken Mackenzie,1960,6874,8,10,5,208.3333,129,111,916,829.0,231,33,388.0,63,55,8,6.0,142,25327,mackeke01,0.10263664000000004,MLN
862,25333,Max Macon,1940,6878,13,8,1,168.0,88,81,739,0.0,174,11,0.0,67,67,0,6.0,51,25333,maconma01,0.7999999999999999,BRO
863,25341,Kid Madden,1880,6882,38,35,1,664.0,410,276,2066,0.0,653,33,0.0,217,217,0,51.0,198,25341,maddeki01,6.3999999999999995,BSN
864,25341,Kid Madden,1890,6883,16,15,2,294.0,235,141,0,0.0,334,8,0.0,119,119,0,35.0,86,25341,maddeki01,-0.8999999999999999,BOS
865,25343,Mike Madden,1980,6885,12,10,0,194.0001,99,85,857,722.0,198,9,273.0,113,104,9,1.0,119,25343,maddemi01,2.2509164,HOU
866,25383,Mickey Mahler,1970,6904,10,24,0,257.66700000000003,173,151,1176,1008.0,284,31,462.0,122,109,13,11.0,177,25383,mahlemi01,-0.5546135,ATL
867,25394,Duster Mails,1920,6914,32,23,2,493.6663,269,226,2191,0.0,533,24,0.0,206,206,0,13.0,216,25394,mailsdu01,5.500000000000001,CLE
868,25494,Joe Margoneri,1950,6970,7,7,0,126.0,68,60,504,427.0,132,13,176.0,70,65,5,1.0,67,25494,margojo01,-1.120003,NYG
869,25507,Rube Marquard,1910,6981,144,103,17,2128.3347,816,641,8621,0.0,1942,62,0.0,527,527,0,18.0,1141,25507,marquru01,28.8,NYG
870,25507,Rube Marquard,1920,6982,52,60,1,1000.334,541,437,4291,0.0,1130,43,0.0,256,256,0,11.0,341,25507,marquru01,6.9,BSN
871,25550,John Martin,1980,6998,17,14,1,290.3336000000001,138,127,1192,1073.0,255,25,411.0,95,86,9,4.0,120,25550,martijo05,0.396542,STL
872,25552,Morrie Martin,1950,7000,37,31,15,574.0,295,264,2502,497.0,568,51,179.0,234,232,2,25.0,230,25552,martimo01,-1.5834002900000002,PHA
873,25572,Tippy Martinez,1970,7018,24,10,35,316.3334,128,112,1360,1149.0,274,9,358.0,181,165,16,5.0,222,25572,martiti01,2.5939661,BAL
874,25572,Tippy Martinez,1980,7019,31,32,80,517.6664,229,208,2184,1879.0,458,44,693.0,244,203,41,3.0,410,25572,martiti01,6.960091500000001,BAL
875,25590,Mike Mason,1980,7029,29,39,0,605.6664,335,305,2635,2329.0,625,65,960.0,249,235,14,11.0,363,25590,masonmi01,-2.582312,TEX
876,25604,Greg Mathews,1980,7038,26,25,0,411.0,182,173,1699,1524.0,384,36,598.0,148,135,13,4.0,206,25604,mathegr01,4.608427,STL
877,25613,Jon Matlack,1970,7047,102,98,1,1803.0,693,595,7405,6787.0,1662,115,2324.0,485,423,62,20.0,1215,25613,matlajo01,37.231898,NYM
878,25613,Jon Matlack,1980,7048,23,28,2,560.0003,277,240,2384,2181.0,614,46,883.0,153,146,7,6.0,301,25613,matlajo01,3.265737,TEX
879,25626,Mike Mattimore,1880,7056,20,14,1,312.3333,215,119,248,0.0,313,9,0.0,108,108,0,18.0,99,25626,mattimi01,-1.5,PHA
880,25626,Mike Mattimore,1890,7057,6,13,0,178.333,149,90,0,0.0,201,3,0.0,76,76,0,13.0,33,25626,mattimi01,-1.0,BRG
881,25651,Jakie May,1910,7074,8,18,0,307.6673,160,121,1339,0.0,277,3,0.0,167,167,0,30.0,137,25651,mayja01,-2.2,STL
882,25651,Jakie May,1920,7075,54,59,16,1009.6669999999999,496,420,4377,0.0,1079,21,0.0,347,347,0,47.0,526,25651,mayja01,9.8,CIN
883,25651,Jakie May,1930,7076,10,18,3,244.9997,152,132,1115,0.0,289,11,0.0,103,103,0,11.0,102,25651,mayja01,0.9,CHC
884,25656,Rudy May,1960,7077,14,22,2,304.333,140,123,1267,1098.0,253,27,386.0,144,138,6,7.0,209,25656,mayru01,1.60698,CAL
885,25656,Rudy May,1970,7078,110,107,3,1870.3327,825,720,7809,6924.0,1649,143,2401.0,708,666,42,31.0,1238,25656,mayru01,32.41434,CAL
886,25656,Rudy May,1980,7079,28,27,7,447.3333,185,164,1828,1684.0,412,29,599.0,106,98,8,4.0,313,25656,mayru01,10.076174,NYY
887,25715,Windy McCall,1950,7115,11,14,12,243.0,119,104,923,589.0,230,23,235.0,92,81,11,11.0,136,25715,mccalwi01,1.6160537999999998,NYG
888,25752,Bob McClure,1970,7133,10,9,21,206.6666,88,73,902,758.0,177,16,251.0,110,99,11,10.0,159,25752,mcclubo01,1.7083688000000001,MIL
889,25752,Bob McClure,1980,7134,52,44,31,852.0007,412,370,3661,3235.0,839,76,1270.0,341,320,21,20.0,486,25752,mcclubo01,-1.7511888999999998,MIL
890,25752,Bob McClure,1990,7135,6,4,0,100.0,51,47,442,382.0,109,12,165.0,46,39,7,4.0,56,25752,mcclubo01,-0.31583130000000004,CAL
891,25761,Billy McCool,1960,7141,32,39,57,506.666,224,196,2197,1880.0,445,31,642.0,256,218,38,19.0,459,25761,mccoobi01,2.7872209999999997,CIN
892,25771,Mike McCormick,1950,7148,26,26,5,485.3334,264,232,2083,1849.0,491,52,733.0,188,167,21,7.0,287,25771,mccormi03,5.1131150000000005,NYG
893,25771,Mike McCormick,1960,7149,103,98,5,1786.3329999999999,753,676,7459,6771.0,1670,187,2565.0,553,481,72,14.0,983,25771,mccormi03,14.956125999999998,SFG
894,25796,Mickey McDermott,1950,7169,63,65,10,1180.6660000000002,571,500,5092,1576.0,1039,76,594.0,726,720,6,24.0,672,25796,mcdermi03,7.252500999999999,BOS
895,25802,Danny McDevitt,1950,7173,19,18,4,312.3333,181,147,1409,1208.0,325,27,473.0,154,147,7,20.0,222,25802,mcdevda01,-1.5071809999999997,LAD
896,25820,Sam McDowell,1960,7182,89,80,10,1589.9990000000007,608,522,6690,5761.0,1207,91,1700.0,788,750,38,43.0,1663,25820,mcdowsa01,35.5420864,CLE
897,25820,Sam McDowell,1970,7183,52,54,4,902.3337,391,357,3899,3298.0,741,73,1110.0,524,488,36,16.0,790,25820,mcdowsa01,6.432118000000001,CLE
898,25825,Will McEnaney,1970,7185,12,17,29,349.6667,165,146,1503,1361.0,380,25,537.0,95,67,28,8.0,148,25825,mcenawi01,1.4601302999999999,CIN
899,25861,Willie McGill,1890,7203,71,73,1,1235.0007,941,627,0,0.0,1363,26,0.0,696,696,0,59.0,502,25861,mcgilwi01,11.1,CHC
900,25866,Dan McGinn,1960,7206,7,11,6,144.333,74,65,638,551.0,136,9,179.0,76,66,10,6.0,128,25866,mcginda01,1.15401902,CIN
901,25866,Dan McGinn,1970,7207,8,19,4,264.3337,185,167,1230,1048.0,306,25,442.0,149,135,14,12.0,165,25866,mcginda01,-3.6397480000000004,MON
902,25883,Tug McGraw,1960,7224,13,22,13,277.6663,132,113,1194,1027.0,262,28,398.0,133,120,13,3.0,201,25883,mcgratu01,-0.6737489999999997,NYM
903,25883,Tug McGraw,1970,7225,69,58,132,967.3341,376,330,4009,3530.0,815,67,1190.0,371,282,89,16.0,726,25883,mcgratu01,12.734202999999999,NYM
904,25883,Tug McGraw,1980,7226,14,12,35,269.6667,89,85,1110,1004.0,241,13,349.0,78,52,26,3.0,182,25883,mcgratu01,4.143961,PHI
905,25884,Scott McGregor,1970,7227,31,25,5,536.3337,232,213,2185,2029.0,518,46,775.0,105,100,5,10.0,236,25884,mcgresc01,6.8667671000000015,BAL
906,25884,Scott McGregor,1980,7228,107,83,0,1604.3326,799,736,6797,6257.0,1727,189,2659.0,413,392,21,16.0,668,25884,mcgresc01,-6.944673000000001,BAL
907,25912,Archie McKain,1930,7245,18,18,12,366.3337,210,174,1637,0.0,391,19,0.0,162,162,0,2.0,142,25912,mckaiar01,5.2,BOS
908,25912,Archie McKain,1940,7246,8,3,4,120.0,60,56,538,0.0,138,7,0.0,46,46,0,1.0,46,25912,mckaiar01,2.1,DET
909,25982,John McMullin,1870,7290,14,15,1,283.3333,405,171,1513,0.0,490,4,0.0,79,79,0,0.0,15,25982,mcmuljo01,-1.4,ATH
910,25986,Dave McNally,1960,7292,90,55,1,1366.3339999999998,534,482,5618,5078.0,1208,119,1833.0,424,404,20,41.0,882,25986,mcnalda01,15.698670000000002,BAL
911,25986,Dave McNally,1970,7293,94,64,1,1363.6663,536,500,5610,5080.0,1280,111,1887.0,402,366,36,31.0,630,25986,mcnalda01,14.328199,BAL
912,26026,Larry McWilliams,1970,7314,12,5,0,165.6666,79,72,704,629.0,153,15,237.0,57,51,6,6.0,74,26026,mcwilla01,-0.098372,ATL
913,26026,Larry McWilliams,1980,7315,66,85,3,1384.3339999999996,680,609,5955,5316.0,1385,120,2106.0,476,425,51,45.0,859,26026,mcwilla01,16.297487099999998,PIT
914,26033,Dave Meads,1980,7321,8,4,0,88.3334,51,44,380,341.0,97,12,156.0,30,28,2,1.0,59,26033,meadsda01,1.630744,HOU
915,26047,Roy Meeker,1920,7331,8,14,0,192.0,114,101,875,0.0,214,8,0.0,103,103,0,5.0,54,26047,meekero01,1.6,PHA
916,26075,Cliff Melton,1930,7341,46,38,12,698.3330000000001,310,259,2932,0.0,696,35,0.0,181,181,0,11.0,338,26075,meltocl01,8.3,NYG
917,26075,Cliff Melton,1940,7342,40,42,4,755.3333,362,293,3227,0.0,750,44,0.0,250,250,0,11.0,322,26075,meltocl01,7.8999999999999995,NYG
918,26102,Jim Merritt,1960,7356,54,50,6,937.6667,387,353,3832,3548.0,852,103,1336.0,196,177,19,19.0,671,26102,merriji01,11.51413,MIN
919,26102,Jim Merritt,1970,7357,27,36,1,545.3334,270,249,2336,2165.0,616,57,947.0,126,100,26,6.0,261,26102,merriji01,0.3917409000000001,CIN
920,26177,Bill Miller,1950,7395,6,9,1,131.6667,72,62,594,15.0,136,8,3.0,79,78,1,3.0,72,26177,millebi04,0.6009472,NYY
921,26187,Cyclone Miller,1880,7404,14,11,0,222.3337,154,75,925,0.0,215,11,0.0,76,76,0,4.0,125,26187,millecy01,1.0,CPI
922,26208,Jake Miller,1920,7411,49,47,3,834.3327,392,330,3596,0.0,938,23,0.0,236,236,0,27.0,227,26208,milleja02,17.5,CLE
923,26208,Jake Miller,1930,7412,11,11,0,235.3336,190,156,1135,0.0,322,11,0.0,104,104,0,10.0,78,26208,milleja02,-1.5,CLE
924,26255,Lefty Mills,1930,7434,15,24,2,375.9994,270,242,1767,0.0,389,33,0.0,250,250,0,16.0,249,26255,millsle01,2.6,SLB
925,26258,Al Milnar,1930,7437,18,15,4,299.3333,164,144,1343,0.0,328,16,0.0,143,143,0,0.0,114,26258,milnaal01,3.8999999999999995,CLE
926,26258,Al Milnar,1940,7438,39,43,3,696.9993999999998,387,323,3087,0.0,715,27,0.0,352,352,0,7.0,236,26258,milnaal01,0.9000000000000002,CLE
927,26266,Michael Mimbs,1990,7441,12,19,1,264.66700000000003,163,148,1197,1016.0,274,29,428.0,143,139,4,11.0,178,26266,mimbsmi01,0.3855673,PHI
928,26273,Steve Mingori,1970,7447,18,33,42,584.6666,237,197,2492,2193.0,544,45,788.0,225,172,53,18.0,329,26273,mingost01,1.2884578000000002,KCR
929,26275,Paul Minner,1940,7448,7,5,3,114.0,49,40,494,0.0,116,13,0.0,47,47,0,1.0,43,26275,minnepa01,1.9,BRO
930,26275,Paul Minner,1950,7449,62,79,7,1196.3339999999998,607,534,4928,1375.0,1312,109,576.0,346,334,12,9.0,438,26275,minnepa01,6.709071000000001,CHC
931,26280,Paul Mirabella,1980,7456,12,21,12,398.3337,219,189,1773,1536.0,414,29,598.0,185,159,26,10.0,203,26280,mirabpa01,-2.9013084,MIL
932,26283,Bobby Mitchell,1870,7458,20,22,0,374.667,254,129,1652,0.0,428,2,0.0,71,71,0,0.0,182,26283,mitchbo01,2.0,CIN
933,26287,Clarence Mitchell,1910,7461,28,31,1,477.3336000000001,226,179,2008,0.0,524,9,0.0,109,109,0,12.0,136,26287,mitchcl01,0.20000000000000018,BRO
934,26287,Clarence Mitchell,1920,7462,72,91,6,1387.0001,795,678,6125,0.0,1671,83,0.0,414,414,0,35.0,320,26287,mitchcl01,19.099999999999998,PHI
935,26287,Clarence Mitchell,1930,7463,25,17,2,352.6663,194,159,1553,0.0,418,23,0.0,101,101,0,5.0,87,26287,mitchcl01,1.0,NYG
936,26296,Willie Mitchell,1910,7471,82,90,4,1608.9997,725,518,6598,0.0,1446,14,0.0,595,595,0,71.0,913,26296,mitchwi01,16.799999999999997,CLE
937,26300,Vinegar Bend Mizell,1950,7472,68,67,0,1163.333,529,476,5030,2818.0,1046,100,1084.0,540,515,25,23.0,747,26300,mizelvi01,6.279277,STL
938,26300,Vinegar Bend Mizell,1960,7473,22,21,0,365.3333,196,178,1573,1398.0,388,43,604.0,140,122,18,5.0,171,26300,mizelvi01,-2.7581968000000003,PIT
939,26308,Ron Moeller,1960,7479,6,8,0,139.667,99,92,657,554.0,158,20,249.0,94,94,0,3.0,99,26308,moellro01,-2.266669,LAA
940,26313,George Mogridge,1910,7485,46,54,10,917.6664,352,269,3646,0.0,864,23,0.0,200,200,0,35.0,279,26313,mogrige01,11.399999999999999,NYY
941,26313,George Mogridge,1920,7486,86,79,10,1348.0,651,543,5786,0.0,1488,54,0.0,365,365,0,41.0,399,26313,mogrige01,17.8,WSH
942,26334,Sid Monge,1970,7497,23,25,29,408.3337,172,147,1751,1500.0,358,34,549.0,207,189,18,3.0,261,26334,mongesi01,1.2640131599999995,CAL
943,26334,Sid Monge,1980,7498,26,15,27,355.6667,170,153,1541,1350.0,350,45,551.0,149,128,21,8.0,210,26334,mongesi01,1.0590118,CLE
944,26360,Jim Mooney,1930,7516,17,20,2,356.0003000000001,193,168,1592,0.0,426,23,0.0,133,133,0,5.0,116,26360,mooneji01,1.4,NYG
945,26365,Balor Moore,1970,7518,27,47,0,653.6660999999998,365,323,2833,2424.0,628,74,1001.0,334,321,13,26.0,474,26365,mooreba02,0.3955110999999996,MON
946,26366,Barry Moore,1960,7520,23,28,3,458.66730000000007,219,194,1977,1706.0,422,38,645.0,220,209,11,8.0,209,26366,mooreba01,-5.96487519,WSA
947,26399,Roy Moore,1920,7542,11,26,3,406.6674,260,225,1878,0.0,476,11,0.0,239,239,0,15.0,154,26399,moorero01,2.3000000000000003,PHA
948,26418,Harry Moran,1910,7556,23,17,2,374.3337,181,139,1532,0.0,371,10,0.0,131,131,0,31.0,163,26418,moranha01,0.0,BUF
949,26436,Roger Moret,1970,7568,47,27,12,723.3326,322,294,3094,2681.0,656,61,980.0,339,319,20,11.0,408,26436,moretro01,1.5398561999999998,BOS
950,26468,Ed Morris,1880,7587,163,115,1,2533.667,1196,760,9670,0.0,2290,37,0.0,463,463,0,56.0,1192,26468,morried01,42.2,PIT
951,26468,Ed Morris,1890,7588,8,7,0,144.333,116,78,0,0.0,178,5,0.0,35,35,0,3.0,25,26468,morried01,0.2,PBB
952,26470,John Morris,1970,7592,8,6,2,174.3333,88,76,745,670.0,177,11,245.0,58,45,13,3.0,99,26470,morrijo06,1.2434226000000002,SFG
953,26512,Don Mossi,1950,7619,51,36,32,751.0004,311,279,3144,2528.0,697,57,917.0,226,208,18,12.0,460,26512,mossido01,13.239258999999999,CLE
954,26512,Don Mossi,1960,7620,50,44,18,796.9993,361,311,3317,3089.0,796,99,1247.0,159,143,16,7.0,472,26512,mossido01,12.307311,DET
955,26649,Jeff Musselman,1980,7688,23,13,3,216.6666,110,99,941,806.0,209,15,308.0,112,94,18,6.0,111,26649,musseje01,-0.9278483000000001,TOR
956,26718,Art Nehf,1910,7738,61,43,0,987.6663,343,265,3949,0.0,862,15,0.0,215,215,0,24.0,349,26718,nehfar01,12.3,BSN
957,26718,Art Nehf,1920,7739,123,77,13,1720.0013,821,699,7234,0.0,1853,92,0.0,425,425,0,16.0,495,26718,nehfar01,12.500000000000002,NYG
958,26765,Hal Newhouser,1940,7771,170,118,15,2453.333,927,774,10360,0.0,2127,84,0.0,1068,1068,0,10.0,1579,26765,newhoha01,54.3,DET
959,26765,Hal Newhouser,1950,7772,37,31,11,534.6669999999999,267,239,2065,663.0,544,52,272.0,177,176,1,9.0,213,26765,newhoha01,4.3004407,DET
960,26777,Doc Newton,1900,7785,54,72,3,1201.6663,611,430,474,0.0,1179,17,0.0,416,416,0,70.0,503,26777,newtodo01,9.7,NYY
961,26786,Chet Nichols,1950,7788,29,28,4,426.333,211,177,1853,565.0,422,30,243.0,204,197,7,6.0,172,26786,nichoch02,0.3122187999999999,MLN
962,26818,Juan Nieves,1980,7813,32,25,1,490.667,289,257,2159,1907.0,507,54,771.0,227,218,9,4.0,352,26818,nieveju01,-1.2693873999999996,MIL
963,26843,Jerry Nops,1890,7832,56,27,0,743.6669999999999,413,297,0,0.0,812,11,0.0,204,204,0,36.0,229,26843,nopsje01,8.8,BLN
964,26843,Jerry Nops,1900,7833,16,14,1,244.667,168,109,0,0.0,271,6,0.0,77,77,0,15.0,65,26843,nopsje01,2.0,BLA
965,26851,Fred Norman,1970,7838,100,94,4,1794.6650000000004,777,705,7566,6670.0,1642,170,2504.0,744,675,69,19.0,1208,26851,normafr01,21.627313,CIN
966,26880,Joe Nuxhall,1950,7859,83,73,11,1340.0012999999994,649,583,5744,3609.0,1359,120,1443.0,486,465,21,37.0,692,26880,nuxhajo01,6.873858800000001,CIN
967,26880,Joe Nuxhall,1960,7860,52,44,8,962.0003,439,410,4059,3678.0,949,89,1453.0,285,262,23,33.0,680,26880,nuxhajo01,8.735291,CIN
968,26882,Rich Nye,1960,7861,23,29,4,423.3337,194,172,1770,1619.0,412,45,623.0,114,100,14,4.0,241,26882,nyeri01,-2.17257629,CHC
969,26884,Jerry Nyman,1960,7863,6,5,0,105.0,53,47,457,392.0,96,8,134.0,55,53,2,0.0,67,26884,nymanje01,-0.547088,CHW
970,26922,Jack O'Connor,1980,7879,14,17,2,318.6667,187,173,1426,1233.0,343,36,531.0,163,141,22,4.0,177,26922,o'conja02,-3.1537025,MIN
971,26928,Billy O'Dell,1950,7883,29,34,13,585.3323,213,186,2399,2105.0,492,43,718.0,168,152,16,10.0,334,26928,o'delbi01,14.6994212,BAL
972,26928,Billy O'Dell,1960,7884,76,66,35,1231.6667,545,479,5192,4695.0,1205,94,1709.0,388,338,50,32.0,799,26928,o'delbi01,20.360946,SFG
973,26932,John O'Donoghue,1960,7886,35,52,10,688.0010000000002,343,305,2951,2651.0,712,69,1078.0,233,209,24,11.0,351,26932,o'donjo02,-3.7518748,KCA
974,26962,Mike O'Neill,1900,7899,32,44,2,694.3330000000001,358,211,1582,0.0,739,8,0.0,169,169,0,26.0,228,26962,o'neimi01,4.8,STL
975,26980,Jim O'Toole,1960,7910,93,75,4,1479.0003000000004,650,565,6201,5620.0,1397,105,1998.0,468,430,38,22.0,967,26980,o'tooji01,21.364062,CIN
976,27013,Red Oldham,1920,7934,34,44,8,751.3326999999998,445,359,3286,0.0,884,33,0.0,267,267,0,26.0,227,27013,oldhare01,4.7,DET
977,27036,Vern Olsen,1940,7948,29,26,2,508.3337,226,195,2217,0.0,545,18,0.0,185,185,0,4.0,198,27036,olsenve01,5.9,CHC
978,27064,Ossie Orwoll,1920,7957,6,7,3,136.0,82,70,598,0.0,142,13,0.0,56,56,0,2.0,65,27064,orwolos01,0.6000000000000001,PHA
979,27077,Claude Osteen,1960,7969,114,121,1,2077.3319,825,722,8596,7877.0,2034,137,2828.0,533,460,73,28.0,1083,27077,osteecl01,18.3266651,LAD
980,27077,Claude Osteen,1970,7970,82,74,0,1371.6670000000001,599,539,5775,5267.0,1422,110,2020.0,395,376,19,17.0,523,27077,osteecl01,-7.120613999999999,LAD
981,27083,Fritz Ostermueller,1930,7975,54,56,13,939.6677,523,448,4221,0.0,1018,38,0.0,421,421,0,13.0,342,27083,osterfr01,16.9,BOS
982,27083,Fritz Ostermueller,1940,7976,60,59,2,1126.9994,539,469,4895,0.0,1152,67,0.0,414,414,0,8.0,432,27083,osterfr01,17.599999999999998,PIT
983,27085,Joe Ostrowski,1940,7977,12,14,5,219.3333,148,127,981,0.0,293,22,0.0,44,44,0,0.0,54,27085,ostrojo02,1.0,SLB
984,27085,Joe Ostrowski,1950,7978,11,11,10,236.3333,123,103,922,317.0,266,22,143.0,54,54,0,2.0,77,27085,ostrojo02,3.411433,NYY
985,27103,Stubby Overmire,1940,7986,47,45,10,830.6669,406,362,3575,0.0,904,35,0.0,234,234,0,8.0,225,27103,overmst01,3.3,DET
986,27103,Stubby Overmire,1950,7987,11,22,0,300.0,163,136,1053,408.0,355,21,176.0,91,91,0,3.0,76,27103,overmst01,2.3091112999999996,SLB
987,27106,Bob Owchinko,1970,7990,25,39,0,525.9993,261,234,2252,1995.0,544,50,833.0,203,179,24,3.0,265,27106,owchibo01,2.8681997000000004,SDP
988,27106,Bob Owchinko,1980,7991,12,21,7,364.6663,200,190,1614,1421.0,393,38,594.0,160,149,11,3.0,225,27106,owchibo01,0.6288709999999998,OAK
989,27129,Gene Packard,1910,8001,85,69,17,1410.3329999999999,602,472,5811,0.0,1393,28,0.0,356,356,0,35.0,488,27129,package01,8.600000000000001,CHC
990,27140,Joe Page,1940,8004,54,42,63,725.0,318,267,3137,0.0,645,30,0.0,383,383,0,14.0,482,27140,pagejo01,7.6000000000000005,NYY
991,27160,Emilio Palmero,1920,8029,6,10,0,113.6667,86,63,533,0.0,145,2,0.0,66,66,0,7.0,32,27160,palmeem01,-0.5,BSN
992,27171,Frank Papish,1940,8037,26,29,9,578.6666,259,224,2528,0.0,533,25,0.0,315,315,0,6.0,254,27171,papisfr01,5.3,CHW
993,27197,Mel Parnell,1940,8055,42,18,2,557.9997,230,201,2388,0.0,523,16,0.0,251,251,0,10.0,222,27197,parneme01,10.2,BOS
994,27197,Mel Parnell,1950,8056,81,57,8,1194.6663,567,481,4943,1452.0,1192,88,595.0,507,504,3,18.0,510,27197,parneme01,6.6024631000000005,BOS
995,27226,Jim Pastorius,1900,8078,31,55,0,727.0007,338,252,3026,0.0,705,15,0.0,278,278,0,17.0,205,27226,pastoji01,2.2999999999999994,BRO
996,27229,Joe Pate,1920,8079,9,3,12,166.6667,74,65,738,0.0,176,6,0.0,72,72,0,3.0,38,27229,patejo01,3.5,PHA
997,27233,Case Patten,1900,8080,106,128,4,2062.334,1079,770,97,0.0,2154,40,0.0,557,557,0,74.0,757,27233,patteca01,14.799999999999995,WSH
998,27253,Mike Paul,1960,8092,10,18,5,208.9997,90,87,879,769.0,176,23,299.0,89,73,16,7.0,185,27253,paulmi01,3.09803,CLE
